row.ID,sale.price,square.feet,bedrooms,bathrooms,air.conditionning,garage.size,pool,year.built,construction.quality,architectural.style,lot.size,highway
317,222950,2609,4,3,AC,2,no.pool,1961,2,1,26087,not.adjacent.to.highway
318,239900,2226,3,3,AC,2,no.pool,1955,2,2,13520,not.adjacent.to.highway
319,176000,1556,2,1,AC,3,no.pool,1959,2,3,15623,not.adjacent.to.highway
320,228000,1764,2,2,AC,2,no.pool,1985,2,3,8105,not.adjacent.to.highway
321,204900,1626,3,3,AC,2,pool,1968,2,2,15288,not.adjacent.to.highway
322,258000,2012,5,3,AC,2,no.pool,1967,2,2,21303,not.adjacent.to.highway
323,241850,2090,4,4,AC,2,no.pool,1963,2,7,22010,not.adjacent.to.highway
324,198500,2192,4,2,AC,2,no.pool,1963,2,2,22851,not.adjacent.to.highway
325,243000,2228,4,4,AC,2,no.pool,1965,2,7,21881,not.adjacent.to.highway
326,187000,1825,4,2,AC,2,no.pool,1963,2,2,15810,not.adjacent.to.highway
327,233000,2132,4,3,AC,2,no.pool,1966,2,2,17159,not.adjacent.to.highway
328,205000,2160,3,2,AC,2,no.pool,1983,2,7,16555,not.adjacent.to.highway
329,205000,1974,3,2,AC,2,no.pool,1954,2,1,26196,not.adjacent.to.highway
330,189000,1696,3,3,AC,2,no.pool,1968,2,1,31851,not.adjacent.to.highway
331,204900,2132,3,3,AC,2,no.pool,1969,2,7,23986,not.adjacent.to.highway
332,239000,1814,4,3,AC,2,pool,1979,2,2,24698,not.adjacent.to.highway
333,193000,1796,3,2,AC,2,no.pool,1963,2,2,29281,not.adjacent.to.highway
334,260000,2268,5,3,AC,2,no.pool,1971,2,3,35240,not.adjacent.to.highway
335,188000,1719,2,3,AC,2,no.pool,1960,2,1,22009,not.adjacent.to.highway
336,190500,1704,3,2,AC,2,no.pool,1984,2,3,22583,not.adjacent.to.highway
337,230000,2142,3,2,AC,2,no.pool,1959,2,1,22223,not.adjacent.to.highway
338,240000,1705,4,2,AC,2,no.pool,1972,2,1,42322,not.adjacent.to.highway
339,235000,1752,4,3,AC,2,no.pool,1978,2,2,39267,not.adjacent.to.highway
340,275000,2554,5,3,AC,2,pool,1966,2,7,22381,not.adjacent.to.highway
341,205000,1650,3,2,AC,2,no.pool,1965,2,3,27235,not.adjacent.to.highway
342,280000,2816,5,3,AC,2,no.pool,1946,2,5,29109,not.adjacent.to.highway
343,190000,1919,3,4,AC,2,no.pool,1938,2,7,20093,not.adjacent.to.highway
344,232500,2080,3,2,AC,2,no.pool,1968,2,1,32021,not.adjacent.to.highway
345,259500,2108,4,4,AC,2,no.pool,1978,2,7,24685,not.adjacent.to.highway
346,275000,2480,3,3,AC,2,no.pool,1964,2,1,22144,not.adjacent.to.highway
347,183900,1746,3,2,AC,2,no.pool,1974,2,2,52136,not.adjacent.to.highway
348,290000,2703,3,3,no.AC,4,no.pool,1963,2,1,43599,not.adjacent.to.highway
349,217950,1640,4,2,AC,2,no.pool,1979,2,3,21314,not.adjacent.to.highway
350,220000,2196,4,3,AC,2,no.pool,1972,2,7,17899,not.adjacent.to.highway
351,185000,1701,3,2,AC,1,no.pool,1982,2,2,21938,not.adjacent.to.highway
352,288000,2250,3,2,AC,2,no.pool,1949,2,4,23684,not.adjacent.to.highway
353,197500,2502,4,2,AC,2,no.pool,1964,2,6,23749,not.adjacent.to.highway
354,179975,1762,4,3,AC,2,no.pool,1959,2,1,15742,not.adjacent.to.highway
355,195000,2016,4,3,AC,2,no.pool,1963,2,2,18102,not.adjacent.to.highway
356,228400,1904,3,3,AC,2,pool,1976,2,2,14945,not.adjacent.to.highway
357,194750,1652,5,2,AC,2,no.pool,1960,2,1,24644,not.adjacent.to.highway
358,195000,2042,4,3,no.AC,2,no.pool,1963,2,2,21849,not.adjacent.to.highway
359,210000,2019,4,3,AC,3,no.pool,1960,2,2,14837,not.adjacent.to.highway
360,239550,2791,5,3,AC,3,no.pool,1946,2,4,22863,not.adjacent.to.highway
361,242000,2514,4,3,AC,1,no.pool,1953,2,5,17535,not.adjacent.to.highway
362,185000,1746,3,2,AC,2,no.pool,1984,2,3,12386,not.adjacent.to.highway
363,175000,1930,3,2,AC,2,no.pool,1956,2,2,15923,not.adjacent.to.highway
364,165000,1552,3,1,AC,3,no.pool,1959,2,3,27068,not.adjacent.to.highway
365,185000,1566,4,2,AC,2,no.pool,1993,2,2,13504,not.adjacent.to.highway
366,173194,1669,3,2,AC,2,no.pool,1964,2,2,24643,not.adjacent.to.highway
367,205150,1814,3,3,AC,2,no.pool,1978,2,2,18714,not.adjacent.to.highway
368,214200,1794,3,3,AC,3,no.pool,1976,2,2,24308,not.adjacent.to.highway
369,182500,1691,3,2,AC,2,pool,1968,2,2,21961,not.adjacent.to.highway
370,205000,1834,4,3,AC,2,no.pool,1959,2,1,30726,not.adjacent.to.highway
371,208000,1984,5,3,AC,2,no.pool,1961,2,1,22047,not.adjacent.to.highway
372,225000,1966,4,3,AC,2,no.pool,1962,2,1,24871,not.adjacent.to.highway
373,170000,1669,3,2,AC,2,no.pool,1967,2,2,21253,not.adjacent.to.highway
374,216000,2132,4,3,AC,2,no.pool,1976,2,1,41332,not.adjacent.to.highway
375,180000,2007,4,3,AC,2,no.pool,1959,2,3,15992,not.adjacent.to.highway
376,169200,1964,4,2,AC,2,no.pool,1964,2,7,18162,not.adjacent.to.highway
377,213000,2325,4,3,AC,3,no.pool,1973,2,3,16699,not.adjacent.to.highway
378,210000,2196,4,3,AC,2,no.pool,1965,2,7,29329,not.adjacent.to.highway
379,185000,2061,3,2,AC,2,no.pool,1956,2,2,25379,not.adjacent.to.highway
380,179900,1828,3,2,AC,2,no.pool,1956,2,3,37150,not.adjacent.to.highway
381,196000,1956,4,3,AC,2,no.pool,1968,2,1,20486,not.adjacent.to.highway
382,219900,1852,6,3,AC,2,no.pool,1968,2,2,20800,not.adjacent.to.highway
383,159900,1795,1,2,AC,2,no.pool,1980,2,11,26467,not.adjacent.to.highway
384,170000,1580,2,1,no.AC,1,no.pool,1950,3,5,10799,not.adjacent.to.highway
385,169900,1708,3,1,no.AC,1,no.pool,1950,3,1,11413,not.adjacent.to.highway
386,189500,1700,4,2,no.AC,2,no.pool,1953,3,1,14023,not.adjacent.to.highway
387,195000,1742,1,1,AC,2,no.pool,1961,3,1,18250,not.adjacent.to.highway
388,215000,1890,4,2,AC,2,no.pool,1961,3,1,22110,not.adjacent.to.highway
389,171000,1512,2,1,no.AC,1,no.pool,1956,3,1,14774,not.adjacent.to.highway
390,179900,1840,3,1,no.AC,2,no.pool,1953,3,1,40832,not.adjacent.to.highway
391,120000,1060,2,1,no.AC,2,no.pool,1947,3,1,15001,not.adjacent.to.highway
392,175000,1540,3,2,no.AC,2,no.pool,1957,3,1,45458,not.adjacent.to.highway
393,232900,1550,4,2,AC,2,pool,1962,3,2,14998,not.adjacent.to.highway
394,229900,2787,4,2,AC,1,no.pool,1922,3,5,39558,not.adjacent.to.highway
395,174900,1528,2,2,AC,2,no.pool,1982,3,1,25193,not.adjacent.to.highway
396,168900,1928,2,2,no.AC,2,no.pool,1941,3,5,26393,not.adjacent.to.highway
397,229500,2329,3,2,AC,2,no.pool,1960,3,7,28179,not.adjacent.to.highway
398,236000,1940,4,3,AC,2,no.pool,1959,3,1,15073,not.adjacent.to.highway
399,205500,2114,5,2,AC,2,no.pool,1966,3,7,14526,not.adjacent.to.highway
400,212000,1799,3,2,AC,2,no.pool,1962,3,2,16210,not.adjacent.to.highway
401,205000,1864,3,2,AC,2,no.pool,1940,3,1,25628,not.adjacent.to.highway
402,193000,1581,3,2,AC,2,no.pool,1956,3,1,15064,not.adjacent.to.highway
403,180000,1652,3,2,AC,2,no.pool,1959,3,3,21875,not.adjacent.to.highway
404,184000,1592,4,2,no.AC,2,no.pool,1977,3,1,25943,not.adjacent.to.highway
405,144900,1520,3,1,no.AC,1,no.pool,1953,3,4,36359,not.adjacent.to.highway
406,255000,1792,2,2,AC,2,no.pool,1955,3,1,31257,not.adjacent.to.highway
407,137000,1464,2,1,no.AC,1,no.pool,1957,3,1,14999,not.adjacent.to.highway
408,178000,1702,3,2,no.AC,2,no.pool,1961,3,1,21898,not.adjacent.to.highway
409,296000,2180,3,2,AC,2,no.pool,1952,3,1,29617,not.adjacent.to.highway
410,186500,1486,2,2,AC,2,no.pool,1958,3,1,18479,not.adjacent.to.highway
411,170000,1364,2,1,no.AC,2,no.pool,1942,3,1,26369,not.adjacent.to.highway
412,219000,1540,4,2,AC,2,no.pool,1977,3,2,30691,not.adjacent.to.highway
413,188000,1608,4,2,AC,2,no.pool,1969,3,2,19380,not.adjacent.to.highway
414,195250,1668,3,1,AC,2,no.pool,1956,3,3,17060,not.adjacent.to.highway
415,175000,1944,3,2,AC,2,no.pool,1951,3,1,43562,not.adjacent.to.highway
416,215000,1883,4,2,AC,2,pool,1956,3,1,19932,not.adjacent.to.highway
417,197500,2215,4,1,no.AC,2,no.pool,1948,3,6,25540,not.adjacent.to.highway
418,249900,1916,2,2,AC,2,no.pool,1954,3,1,20576,not.adjacent.to.highway
419,180000,1508,2,2,AC,2,no.pool,1959,3,1,32469,not.adjacent.to.highway
420,174900,1809,3,1,AC,2,no.pool,1958,3,2,16782,not.adjacent.to.highway
421,189900,1958,4,3,no.AC,2,no.pool,1935,3,5,22788,not.adjacent.to.highway
422,154000,1592,2,1,AC,2,no.pool,1951,3,1,10332,not.adjacent.to.highway
423,150000,1636,2,1,AC,2,no.pool,1950,3,1,10000,not.adjacent.to.highway
424,189900,1800,3,2,no.AC,2,no.pool,1964,3,2,13566,not.adjacent.to.highway
425,157000,1600,3,1,no.AC,2,no.pool,1950,3,5,10807,not.adjacent.to.highway
426,182000,1550,3,1,AC,2,no.pool,1966,3,1,15100,not.adjacent.to.highway
427,187650,1578,3,1,AC,2,no.pool,1958,3,1,14631,not.adjacent.to.highway
428,175000,1644,3,1,AC,2,no.pool,1956,3,1,12999,not.adjacent.to.highway
429,189900,1556,3,2,AC,1,no.pool,1959,3,3,19840,not.adjacent.to.highway
430,175000,1672,3,1,AC,2,no.pool,1949,3,1,22617,not.adjacent.to.highway
431,159900,1650,2,2,AC,1,no.pool,1957,3,1,14997,not.adjacent.to.highway
432,184900,1676,3,2,no.AC,2,no.pool,1956,3,1,16156,not.adjacent.to.highway
433,174900,1960,2,2,no.AC,2,no.pool,1947,3,1,16953,not.adjacent.to.highway
434,143000,1649,3,1,AC,1,no.pool,1951,3,5,20096,not.adjacent.to.highway
435,164900,1728,3,1,AC,1,no.pool,1950,3,4,10999,not.adjacent.to.highway
436,173500,1586,3,2,AC,1,no.pool,1958,3,1,15862,not.adjacent.to.highway
437,161800,1592,2,1,no.AC,1,no.pool,1951,3,1,18686,not.adjacent.to.highway
438,148000,1514,2,2,AC,1,no.pool,1964,3,1,16209,not.adjacent.to.highway
439,177000,1952,4,2,AC,2,no.pool,1963,3,1,24377,not.adjacent.to.highway
440,149900,1550,3,1,AC,2,no.pool,1956,3,1,14311,not.adjacent.to.highway
441,170000,1544,2,2,no.AC,1,no.pool,1957,3,1,14942,not.adjacent.to.highway
442,142000,1566,3,1,no.AC,1,no.pool,1959,3,1,15228,not.adjacent.to.highway
443,186900,1650,3,2,AC,2,no.pool,1961,3,1,22000,not.adjacent.to.highway
444,152900,1392,2,2,no.AC,2,no.pool,1951,3,1,29199,not.adjacent.to.highway
445,350000,2981,5,4,AC,2,no.pool,1950,3,6,49756,not.adjacent.to.highway
446,130000,1412,2,1,no.AC,1,no.pool,1940,3,1,16752,not.adjacent.to.highway
447,167900,2180,4,2,no.AC,2,no.pool,1948,3,3,15001,not.adjacent.to.highway
448,184900,1704,2,2,AC,2,no.pool,1954,3,1,16759,not.adjacent.to.highway
449,178000,1600,3,2,AC,2,no.pool,1957,3,3,15090,not.adjacent.to.highway
450,111000,1276,3,2,no.AC,1,no.pool,1951,3,1,11554,not.adjacent.to.highway
451,207000,1666,4,2,no.AC,1,no.pool,1954,3,1,39523,not.adjacent.to.highway
452,190000,1760,3,2,AC,2,no.pool,1974,3,2,20193,not.adjacent.to.highway
453,230000,1836,3,2,no.AC,2,no.pool,1946,3,1,46339,not.adjacent.to.highway
454,165000,1636,3,1,no.AC,2,no.pool,1953,3,1,20125,not.adjacent.to.highway
455,210000,1748,3,2,AC,2,no.pool,1957,3,1,14512,not.adjacent.to.highway
456,226000,2556,4,2,no.AC,2,no.pool,1923,3,6,36276,not.adjacent.to.highway
457,149900,1511,4,1,AC,1,no.pool,1954,3,1,14821,not.adjacent.to.highway
458,155000,1524,3,2,AC,2,no.pool,1958,3,1,21875,not.adjacent.to.highway
459,219900,1821,4,2,AC,2,no.pool,1956,3,1,16696,not.adjacent.to.highway
460,132000,1596,1,1,no.AC,0,no.pool,1940,3,1,28357,not.adjacent.to.highway
461,195000,2392,4,2,no.AC,2,no.pool,1960,3,1,30265,not.adjacent.to.highway
462,155900,1748,2,1,AC,2,no.pool,1956,3,1,16231,not.adjacent.to.highway
463,119900,1384,2,1,no.AC,0,no.pool,1949,3,1,30002,not.adjacent.to.highway
464,175000,1628,3,1,AC,2,pool,1957,3,1,17069,not.adjacent.to.highway
465,304000,1911,4,2,AC,2,no.pool,1953,3,1,86248,not.adjacent.to.highway
466,190000,1624,4,3,no.AC,1,no.pool,1959,3,3,15002,not.adjacent.to.highway
467,229100,1956,3,2,AC,2,pool,1984,3,6,14710,not.adjacent.to.highway
468,187500,2012,4,2,no.AC,2,no.pool,1953,3,5,14925,not.adjacent.to.highway
469,173000,1590,2,2,AC,2,no.pool,1956,3,1,22336,not.adjacent.to.highway
470,170000,1687,2,1,AC,1,no.pool,1941,3,4,20925,not.adjacent.to.highway
471,179000,1816,4,1,AC,2,no.pool,1956,3,3,16508,not.adjacent.to.highway
472,162500,1622,3,1,AC,1,no.pool,1956,3,3,16120,not.adjacent.to.highway
473,172000,1604,4,2,AC,2,no.pool,1954,3,1,14964,not.adjacent.to.highway
474,153200,1592,4,2,no.AC,1,no.pool,1956,3,1,16396,not.adjacent.to.highway
475,220000,1922,3,2,AC,2,no.pool,1952,3,1,33579,not.adjacent.to.highway
476,174000,1892,3,1,AC,1,no.pool,1955,3,3,14712,not.adjacent.to.highway
477,200000,1628,3,1,AC,2,no.pool,1959,3,1,15412,not.adjacent.to.highway
478,161000,1644,2,2,AC,2,no.pool,1956,3,1,17030,not.adjacent.to.highway
479,135000,1450,3,1,AC,2,no.pool,1955,3,1,15868,not.adjacent.to.highway
480,190000,1592,3,2,AC,2,no.pool,1959,3,1,22748,not.adjacent.to.highway
481,153800,1654,2,1,no.AC,2,no.pool,1962,3,1,25874,not.adjacent.to.highway
482,144900,1388,2,1,AC,2,no.pool,1950,3,1,10568,not.adjacent.to.highway
483,165000,1670,3,2,no.AC,2,no.pool,1953,3,1,18525,not.adjacent.to.highway
484,186000,1953,3,2,AC,1,no.pool,1956,3,1,17129,not.adjacent.to.highway
485,167000,2008,3,1,AC,2,no.pool,1963,3,1,21860,not.adjacent.to.highway
486,189600,1650,3,2,AC,2,no.pool,1960,3,1,34724,not.adjacent.to.highway
487,170000,1578,3,1,AC,2,no.pool,1975,3,1,22485,not.adjacent.to.highway
488,189500,1618,3,2,AC,2,no.pool,1962,3,1,27539,not.adjacent.to.highway
489,153500,1642,3,1,no.AC,2,no.pool,1959,3,1,14901,not.adjacent.to.highway
490,159900,2008,1,2,AC,2,no.pool,1941,3,1,31657,not.adjacent.to.highway
491,158000,1604,3,2,AC,1,no.pool,1960,3,1,23534,not.adjacent.to.highway
492,175000,2035,4,2,AC,3,no.pool,1962,3,7,20131,not.adjacent.to.highway
493,147000,1534,3,2,no.AC,1,no.pool,1955,3,3,15361,not.adjacent.to.highway
494,155000,1624,2,2,AC,2,no.pool,1955,3,1,16721,not.adjacent.to.highway
495,150000,1700,4,2,AC,1,no.pool,1954,3,1,15391,not.adjacent.to.highway
496,165000,1630,3,2,AC,2,no.pool,1978,3,2,24963,not.adjacent.to.highway
497,147000,1526,3,2,AC,1,no.pool,1957,3,1,15007,not.adjacent.to.highway
498,146250,1672,3,1,AC,2,no.pool,1949,3,1,22617,not.adjacent.to.highway
499,177500,1588,4,2,AC,2,no.pool,1980,3,2,21925,not.adjacent.to.highway
500,153650,1752,4,2,AC,2,no.pool,1950,3,6,9126,not.adjacent.to.highway
501,199500,1674,4,2,no.AC,2,no.pool,1947,3,1,33237,not.adjacent.to.highway
502,186000,1980,3,1,no.AC,1,no.pool,1927,3,6,47679,not.adjacent.to.highway
503,139900,1396,1,1,no.AC,2,no.pool,1950,3,1,25879,not.adjacent.to.highway
504,160000,1178,1,1,no.AC,2,no.pool,1959,3,1,9941,not.adjacent.to.highway
505,125000,1263,2,2,no.AC,0,no.pool,1955,3,1,12357,not.adjacent.to.highway
506,359900,2377,5,2,AC,2,no.pool,1937,3,6,51005,not.adjacent.to.highway
507,184500,1304,3,1,AC,2,no.pool,1951,3,1,21305,not.adjacent.to.highway
508,155000,1340,3,1,no.AC,0,no.pool,1952,3,1,5666,not.adjacent.to.highway
509,150000,1559,2,1,no.AC,2,no.pool,1952,3,1,23999,not.adjacent.to.highway
510,146000,1412,1,2,AC,0,no.pool,1920,3,1,4560,not.adjacent.to.highway
511,129000,1198,2,2,AC,2,no.pool,1925,3,1,20918,not.adjacent.to.highway
512,145000,1424,2,1,AC,2,no.pool,1947,3,1,16414,not.adjacent.to.highway
513,200000,1370,4,1,no.AC,1,no.pool,1925,3,4,8000,not.adjacent.to.highway
514,149900,1584,3,2,AC,2,no.pool,1957,3,1,13514,not.adjacent.to.highway
515,132000,1567,2,1,AC,1,no.pool,1934,3,4,12249,not.adjacent.to.highway
516,136900,1409,2,1,no.AC,1,no.pool,1951,3,1,28421,not.adjacent.to.highway
517,137000,1655,2,1,no.AC,1,no.pool,1935,3,1,54651,not.adjacent.to.highway
518,185000,1944,3,2,AC,2,no.pool,1939,3,6,17999,not.adjacent.to.highway
519,133500,1922,3,1,no.AC,2,no.pool,1950,3,1,14805,not.adjacent.to.highway
520,124000,1480,3,2,AC,2,no.pool,1953,3,1,28351,not.adjacent.to.highway
521,95500,1184,2,1,no.AC,1,no.pool,1951,3,1,14786,not.adjacent.to.highway
